id,Name,titleProject_id,class,score
926533168,Поморзина Полина Евгеньевна,122,7д,4
145346374,Будачева Кира Олеговна,55,11х,4
915331627,Молкаев Василий Валериевич,216,8д,2
327429564,Яцынин Константин Тимофеевич,285,7г,2
777190206,Маховиков Василий Петрович,391,7х,4
886290646,Шаметова Евгения Вадимовна,463,7а,2
162638453,Законнова Жанна Евгеньевна,442,11и,None
654467425,Перчихин Аркадий Тимофеевич,164,10т,3
364823965,Бурдасова Ксения Игоревна,203,9а,3
840149100,Киссин Степан Иванович,251,7х,5
923703720,Вапилина Мария Егоровна,77,7д,2
856142680,Сигутина Дарья Федоровна,458,7б,2
63858424,Сошьяков Альберт Фёдорович,17,7т,4
807935938,Лугахина Клара Вадимовна,419,8в,4
568284373,Логецкий Анатолий Виталиевич,372,11б,4
946449644,Ковайкова Юлия Егоровна,75,10г,2
823005388,Вермутский Валерий Петрович,447,9и,5
329974866,Россомахов Олег Юриевич,56,8в,2
359036505,Циплакова Екатерина Егоровна,471,9б,5
305603642,Квятцева Алла Никитична,138,11в,2
122538869,Выхухолева Лариса Василевна,384,8б,5
987397255,Целохов Андрей Вадимович,433,8и,5
600159629,Бендин Иван Яковлевич,71,8и,4
392257751,Лазученков Василий Алексеевич,381,7х,2
610460266,Скоропухов Михаил Василиевич,69,10и,3
787332463,Мухонкин Тарас Романович,126,9и,4
561985423,Камерцев Владимир Кириллович,303,7а,3
951796239,Сандрыкина Анна Олеговна,324,10т,2
406827548,Недбайлов Алексей Денисович,15,7т,2
898903151,Серпков Ярослав Георгиевич,380,10б,4
518174485,Хатшуклов Аркадий Николаевич,42,11т,4
690867492,Литвалиева Алиса Егоровна,10,11и,3
222384306,Енесина Лиза Валерьевна,293,9б,5
163622843,Пикальков Эдуард Алексиевич,21,8д,5
114273828,Сачинский Валентин Кириллович,125,10т,2
219859066,Тарзанова Евгения Аркадьевна,96,9д,2
277163317,Лапундин Юрий Игоревич,267,8и,5
104898386,Личева Лиза Михайловна,453,9б,3
591637900,Смароверов Яков Борисович,131,11в,4
764605737,Вереина Алла Василевна,295,10и,3
605783567,Погиблева Дарья Леонидовна,283,9в,5
149795103,Байнова Анастасия Вадимовна,363,7б,3
749835133,Шиловский Вячеслав Максимович,438,9и,4
67427282,Сыждиков Пётр Василиевич,494,11х,5
550713736,Каценова Алёна Эдуардовна,165,11т,2
890675250,Мужицких Ева Олеговна,348,8х,3
502210732,Плеснецов Степан Юрьевич,22,10а,2
736797488,Игумнова Алёна Сергеевна,114,9д,4
346249716,Хадаров Владимир Валериевич,278,11т,5
282968783,Ступакова Кира Ивановна,421,8и,3
354679629,Шоленинов Федор Максимович,286,11т,4
367281553,Гундаров Руслан Николаевич,158,9д,4
658202627,Гречишева Марина Андреевна,464,7д,2
735375104,Утилова Алена Андреевна,253,11д,3
192211544,Роткичева Алиса Максимовна,410,10а,4
38230313,Колтышева Марина Вадимовна,87,11г,4
274299933,Гурычева Лариса Валерьевна,489,9б,2
295513270,Горцева Кристина Никитична,246,8и,4
912480743,Кутурин Геннадий Денисович,197,9в,2
94761399,Стефанков Яков Евгеньевич,318,10г,3
186013358,Множина Людмила Василевна,90,8б,2
809848193,Семисалов Георгий Иванович,316,9в,3
999881759,Рогалов Альберт Валериевич,327,9б,2
254940463,Черетаева Анастасия Олеговна,341,9б,2
646474672,Радоминова Любовь Игоревна,25,9и,5
886293363,Шувырина Лиза Андреевна,395,9а,5
207534579,Калиженков Семён Алексеевич,401,11а,4
216560329,Старокашин Константин Петрович,309,10а,3
394579030,Малтоцов Аркадий Яковлевич,218,8а,3
196357301,Кузеванова Ева Егоровна,116,7д,2
370921573,Нурулина Алёна Егоровна,284,9х,2
925423195,Лератов Герасим Сергеевич,374,10а,4
215053934,Людин Руслан Аркадиевич,498,7и,3
309909887,Пурин Виктор Данилович,154,8и,5
185920558,Лютов Виктор Юрьевич,288,11г,2
8434130,Марюшкина Яна Федоровна,345,10д,5
725886441,Томилова Кристина Михайловна,492,11б,3
501088442,Дистерев Валерий Валериевич,24,7г,3
524789371,Дочкин Геннадий Алексиевич,52,11и,5
679978065,Иняхин Руслан Сергеевич,234,7и,5
642021696,Знайкова Раиса Егоровна,148,11х,3
76179761,Кашавцев Аркадий Леонидович,58,7а,4
795224351,Пятернина Кристина Андреевна,445,7и,2
279898934,Гусеева Карина Викторовна,263,9и,2
103914881,Кастева Яна Сергеевна,108,7и,2
122782651,Гришанин Тарас Павлович,113,10т,2
270838039,Грамоткин Илья Викторович,195,8д,5
539422240,Мелисин Геннадий Василиевич,465,10г,2
147991189,Цинина Светлана Яковлевна,105,11г,5
495520686,Петов Георгий Адамович,57,9а,2
957074113,Реева Валентина Максимовна,146,11и,5
198456457,Слесивых Мария Аркадьевна,35,7и,5
90384050,Афтаева Полина Ивановна,193,10д,5
840295873,Кривицкий Валентин Виталиевич,208,8х,5
775009166,Чубатов Константин Леонидович,279,11а,4
964626646,Партенков Геннадий Павлович,418,8х,3
500741640,Черушев Григорий Борисович,84,7г,4
224531669,Тютекин Георгий Тимофеевич,262,7а,2
97409060,Янкевский Вячеслав Адамович,167,11г,4
678271267,Сухручкина Клавдия Аркадьевна,177,7в,4
912453734,Конофалова Клара Петровна,95,11д,5
739054765,Лигасов Михаил Павлович,491,11г,4
597288796,Писарьков Альберт Игоревич,313,8в,4
121683132,Варов Кирилл Иванович,28,8а,5
292596076,Пурынов Евгений Петрович,244,9и,3
874509859,Супрутская Вероника Викторовна,187,9а,2
564988957,Скроцкая Алина Федоровна,127,8г,3
678641310,Барадулин Вадим Юрьевич,281,11х,3
998349956,Точилин Дмитрий Фёдорович,476,8а,2
248069303,Бикмуллин Руслан Валериевич,333,11т,2
469516946,Серпичев Василий Алексиевич,394,10х,5
407774683,Вострышев Яков Аркадиевич,343,8г,5
258143642,Грушчева София Евгеньевна,480,11в,None
988547528,Кулапов Александр Юрьевич,109,9б,5
388736438,Чибисенков Владислав Фёдорович,375,8х,3
546415980,Утилов Роман Василиевич,254,9х,2
560161670,Татаурова Галина Федоровна,145,10т,4
459799675,Визавитина Наталия Леонидовна,101,10г,2
667203738,Мягченков Артём Денисович,115,7б,4
582547081,Брикова Инна Богдановна,256,9б,4
555537142,Наторкин Валентин Данилович,319,7и,2
725110397,Эштрекова Софья Алексеевна,76,9в,3
137124042,Кутаманова Кира Андреевна,182,10т,2
696229069,Кыштымова Евгения Эдуардовна,255,8в,5
668063308,Ккнязева Клавдия Дмитриевна,34,7б,5
699473136,Глаголина Алиса Никитична,249,9д,2
435673972,Рисина Раиса Валерьевна,451,10а,4
895887372,Ребров Алексей Георгиевич,289,8и,3
841696771,Вырысалова Александра Евгеньевна,39,11и,2
917188969,Гомольский Владимир Юриевич,314,11х,5
756468578,Швинова Марина Федоровна,271,8г,5
221839652,Рудковская Инна Дмитриевна,6,7т,3
966659117,Решеткина Дарья Василевна,408,10и,3
474020793,Евстихеев Игорь Василиевич,422,10х,5
718407988,Лазарина Алёна Федоровна,161,8б,3
257545004,Гляченков Григорий Николаевич,431,10а,5
337907481,Чардынцева Алина Вадимовна,135,10д,3
26650767,Скаредов Яков Иванович,337,9т,5
57716051,Юрицкий Эдуард Денисович,192,7д,3
515438141,Кравчина Светлана Аркадьевна,413,11г,5
792364872,Чмареткова Полина Вадимовна,449,10а,2
139213735,Углова Галина Романовна,260,9г,3
101758572,Згуровская Виктория Андреевна,220,9т,4
191393138,Секерский Станислав Сергеевич,235,10а,4
25271781,Жевайкин Евгений Адамович,86,11г,3
458581369,Коточигов Семён Игоревич,26,9д,5
892745429,Калонин Альберт Денисович,297,8б,2
429621399,Валягин Григорий Антонович,94,10в,4
34869537,Коцева Кристина Николаевна,412,9г,3
212220350,Голина Кристина Максимовна,3,7х,3
510743275,Батрамеев Анатолий Романович,354,9х,3
129472347,Чикмарев Валентин Валериевич,306,9и,5
558280092,Киницына Валерия Олеговна,202,7х,4
593474945,Числин Юрий Денисович,121,7в,2
559439080,Стебунова Юлия Романовна,358,9т,3
93976960,Кацов Павел Павлович,236,10г,5
861015189,Гоцев Тарас Викторович,41,8в,3
892880487,Мотовицкий Роман Аркадиевич,31,11и,5
316134179,Чурзина Клара Егоровна,308,10б,3
846723463,Щепалкина Валерия Сергеевна,134,9б,4
320597027,Утимишев Ярослав Игоревич,239,11а,3
130929594,Алуханов Кирилл Фёдорович,298,7т,2
542171102,Полунеев Валентин Валериевич,307,8и,2
860811658,Крупенова Наталия Андреевна,209,7в,5
950588786,Корнюшин Илья Юрьевич,44,10т,3
918096603,Паушева Виолетта Никитична,310,8г,4
829263535,Берзин Герасим Антонович,349,11т,5
607160408,Шулунова Алла Алексеевна,54,7д,4
884356018,Трепашова София Яковлевна,399,11а,2
147848580,Чумейкин Константин Антонович,8,8б,5
621825459,Польшиков Денис Игоревич,495,9и,2
763963799,Медоусова Жанна Романовна,252,7б,2
282287618,Акуратова Клавдия Андреевна,92,9г,5
83937851,Курмеева Елизавета Валерьевна,486,8а,5
173086822,Бадов Александр Аркадиевич,217,10г,3
689414283,Бакушин Эдуард Адамович,265,7б,5
66340495,Чебина Инна Сергеевна,273,10т,2
186626955,Подледнова Наталья Ивановна,112,11и,3
625763116,Садгеева Лиза Евгеньевна,460,11г,3
879865778,Акушин Борис Павлович,493,9т,2
142526376,Аришев Руслан Кириллович,379,10т,3
200297758,Гуслова Кристина Олеговна,389,9в,2
763488162,Глоточкина Оксана Аркадьевна,370,9и,5
252525107,Шапина Маргарита Романовна,163,8б,5
656576600,Дурылин Георгий Валериевич,261,11т,4
866115215,Болкисева Анна Викторовна,248,7х,4
710760540,Багапов Вячеслав Сергеевич,99,7д,4
450070121,Люцарева Яна Аркадьевна,376,11б,2
577028275,Боготынина София Егоровна,63,11б,5
562427856,Саюшкин Игорь Алексиевич,211,11х,5
567849902,Потешных Тамара Николаевна,468,11в,3
860138672,Незлина Жанна Василевна,426,8б,5
587246870,Федичева Вероника Кирилловна,37,7х,4
886209684,Пустынкин Вадим Антонович,388,10в,5
700608632,Аринакова Ирина Михайловна,150,8в,5
656766869,Обиралкова Мария Егоровна,294,11т,5
269875943,Аристарова Валентина Максимовна,443,11г,2
211963453,Яуров Герасим Юрьевич,38,9а,5
476659355,Духонькин Вячеслав Фёдорович,2,9в,4
137485581,Гвасков Евгений Михаилович,402,9в,5
525192131,Жабынина Галина Николаевна,185,7х,5
757594558,Шерюкова Виолетта Романовна,440,9б,4
947090522,Колокатов Пётр Евгеньевич,484,10в,3
323471233,Шайдуков Андрей Михаилович,317,9и,4
437235208,Смирнягина Дарья Игоревна,425,10в,4
975105374,Штырева Ева Олеговна,258,11и,2
843225476,Ашукин Вячеслав Михаилович,191,10т,4
273230942,Рубченкова Галина Алексеевна,190,9в,3
464805417,Зархин Иван Алексиевич,478,11и,5
649132591,Адиотов Дмитрий Павлович,156,7б,3
169654650,Тищенкова Раиса Валерьевна,79,7д,3
826767518,Лозеев Илья Петрович,205,10д,2
368106928,Кобяшов Герасим Михаилович,305,11т,2
760263805,Ронова Клавдия Валерьевна,107,7и,4
891119435,Стрижнов Алексей Евгеньевич,385,11г,3
274256035,Волынский Алексей Виталиевич,362,11т,5
852058410,Машонский Василий Данилович,23,9д,5
574759104,Буриева Зинаида Аркадьевна,104,11д,4
142195628,Борщина Алёна Ивановна,377,11а,5
383053464,Белчков Олег Иванович,275,10а,4
686319318,Остропиков Альберт Данилович,157,8г,2
458123598,Оргонова Любовь Максимовна,264,7б,4
800895759,Мальков Юрий Евгеньевич,228,7г,3
621729836,Свльхова Наталья Вадимовна,160,9т,5
415496990,Мякушков Герасим Леонидович,102,10т,3
114987604,Межуев Георгий Юриевич,355,8г,4
444904362,Чериншев Александр Сергеевич,439,8а,2
124748536,Муниров Алексей Андреевич,117,11г,3
312990822,Климухин Руслан Романович,269,10в,3
683322126,Дембская Екатерина Никитична,64,11б,4
215352700,Тюнеев Яков Фёдорович,417,10т,2
757374142,Трушитин Антон Данилович,168,9х,3
975299517,Балакишиев Роман Алексиевич,143,11х,5
301320833,Немтюрева Валерия Аркадьевна,12,10г,4
549795944,Складанова Клавдия Аркадьевна,257,9а,3
114613838,Заходина Полина Леонидовна,93,10д,4
314042162,Муринов Анатолий Борисович,171,11б,5
785551740,Гришалова Любовь Евгеньевна,301,8т,3
143796164,Ситчихин Станислав Георгиевич,247,8т,5
543933400,Просяных Георгий Василиевич,366,9в,2
98508230,Дзабиев Григорий Георгиевич,259,11д,5
971964811,Рыбаулин Григорий Алексеевич,140,11а,5
807423360,Тупиева Екатерина Ивановна,400,7д,2
462715498,Куверчева Алена Ивановна,170,10д,3
95871283,Цаблинова Виктория Богдановна,342,9г,4
538364219,Синенков Григорий Леонидович,230,9в,5
165168552,Лизункин Артур Олегович,4,11в,5
656632079,Славущева Александра Эдуардовна,81,8а,5
597399088,Шахвердов Дмитрий Антонович,132,11б,2
332461732,Рапацкая Ольга Ивановна,223,10г,3
170619226,Сторокожев Виталий Аркадиевич,159,9б,2
739371103,Половодов Кирилл Николаевич,18,8т,5
116134807,Халтанова Алена Дмитриевна,49,8б,3
996895613,Заложнев Роман Фёдорович,448,8в,4
173834907,Рыжих Кристина Аркадьевна,213,7а,4
939104495,Буров Руслан Игоревич,405,11и,5
423836462,Гачков Виталий Евгеньевич,277,9т,4
385392599,Кадилов Геннадий Борисович,225,10в,3
663172542,Гликина Алёна Эдуардовна,454,9б,3
319062267,Ичкинина Любовь Андреевна,299,8г,5
34029926,Мозшорина Кира Дмитриевна,65,8б,3
125156675,Брижеватов Константин Борисович,152,11т,2
124608404,Бучеров Тарас Викторович,429,10д,4
693769055,Мисютина Валерия Эдуардовна,368,9г,2
894906489,Льянов Федор Вадимович,328,8а,4
795859460,Щуркин Георгий Яковлевич,180,8в,4
400539731,Акулин Федор Адамович,241,10г,4
394712487,Волженкова Екатерина Ивановна,233,9д,4
365341270,Махометова София Викторовна,424,8и,3
994643210,Зызлов Геннадий Антонович,274,7в,3
840476201,Девляшова Кира Олеговна,51,11д,5
748802040,Яковкина Алена Никитична,320,9т,5
243257992,Бузулев Вадим Николаевич,331,10д,3
178250609,Ганельский Юрий Юриевич,474,9д,3
653243149,Шкапрова Ева Ивановна,371,7б,5
494727071,Чичирин Владимир Георгиевич,11,10а,4
576623936,Шилова Надежда Викторовна,124,9б,2
958252431,Коваев Руслан Михаилович,487,9т,3
922816941,Саверина Надежда Андреевна,407,11б,4
506268443,Тишанкин Олег Адамович,334,9д,3
618163466,Широпаев Валерий Сергеевич,406,9б,2
750732971,Щепанин Олег Адамович,226,7а,3
707460411,Оплетин Владислав Аркадиевич,361,10х,4
441426470,Оденова Карина Андреевна,409,8и,4
433604441,Семагин Альберт Андреевич,456,10х,4
310456462,Черданцева Анастасия Олеговна,128,8х,3
997685519,Лонцова Елизавета Эдуардовна,224,7х,3
517045354,Сарсекеева Алёна Никитична,462,11и,4
750857465,Аковецкий Антон Евгеньевич,500,8б,4
293494671,Аратский Станислав Борисович,351,9и,2
558865517,Чужриков Пётр Денисович,200,9в,3
760353986,Никитшин Алексей Кириллович,111,11и,3
680603590,Симендяев Василий Алексиевич,45,8д,4
545404256,Ошитков Максим Сергеевич,151,10г,4
717831831,Юрасов Евгений Романович,338,9и,3
527677315,Головяшин Павел Юриевич,179,7г,5
457548357,Манжурина Екатерина Сергеевна,219,7т,3
214225938,Никурашин Олег Евгеньевич,291,11х,2
633096480,Бехтерев Федор Вадимович,137,9х,3
986398159,Годлевская Катерина Дмитриевна,403,11г,3
494712220,Акиярова Алина Эдуардовна,9,11а,4
327536906,Милина Алена Петровна,359,8г,3
583075030,Воловин Борис Викторович,350,7т,2
532727436,Туморина Ксения Федоровна,133,8б,5
236581522,Желейков Вячеслав Яковлевич,199,8г,3
55557914,Шишорнина Екатерина Алексеевна,183,8т,3
981836892,Юумогулова Виолетта Игоревна,311,10х,3
141368759,Рецков Денис Денисович,85,10д,2
28467499,Химунина Елизавета Ивановна,392,7д,2
212677643,Кобрянов Александр Алексиевич,455,7т,2
814152277,Бирылов Тарас Данилович,243,11а,3
86661204,Туфатулин Ярослав Леонидович,485,8х,4
568810751,Долбишев Николай Аркадиевич,292,10б,5
828698966,Махтумова Алёна Эдуардовна,186,10б,4
742491888,Нарзаркин Алексей Романович,423,10т,2
697485738,Куранина Алена Леонидовна,196,9б,4
578036858,Ситюков Аркадий Евгеньевич,32,10в,3
562641607,Мизюрова Алиса Никитична,176,7г,4
486334835,Пандурова Алиса Дмитриевна,130,9б,2
59885136,Жилейкин Борис Тимофеевич,91,7в,2
966721742,Корпункова Виолетта Сергеевна,83,11а,3
631575013,Пашохонова Анастасия Федоровна,467,9в,4
617749890,Сузальцева Тамара Михайловна,357,8х,4
511386814,Чиличкина Светлана Яковлевна,5,8в,5
235522696,Шантыкова Карина Максимовна,198,10д,3
835538058,Недосекин Владислав Яковлевич,457,10а,4
209350562,Максимкин Федор Фёдорович,172,10г,2
44650209,Матбиюшина Виктория Игоревна,237,8д,2
696937288,Шишкунов Герасим Юрьевич,110,8т,4
439373580,Сухинин Георгий Алексиевич,475,10х,4
829003978,Бисеева Полина Романовна,48,7д,5
210185341,Жукулов Михаил Денисович,60,11г,3
693197954,Тоняев Герасим Петрович,378,9т,5
956673877,Шушенкова Алёна Олеговна,36,7и,2
417999038,Разроев Дмитрий Павлович,59,9а,2
696388295,Баззаев Анатолий Данилович,339,9д,2
446724557,Цекова Алла Олеговна,50,8д,2
784432105,Аборонова Алиса Алексеевна,444,7г,5
852690571,Ягловская Ева Олеговна,181,8в,4
648151563,Шароварова Яна Романовна,175,8а,4
791066432,Общев Яков Викторович,466,8а,4
656380898,Ойзерская Катерина Эдуардовна,120,7х,2
174062764,Прусский Ярослав Иванович,479,11б,2
279019365,Лабинов Павел Алексеевич,272,7б,5
395100490,Покровов Эдуард Павлович,312,8б,2
182331181,Мачехин Эдуард Данилович,19,7д,3
31583262,Кодорская Раиса Ивановна,27,11б,3
171544864,Кондраева Марина Ивановна,469,9д,3
935376212,Бульенков Валентин Иванович,136,10т,4
291502440,Тагакова Вероника Яковлевна,393,8т,4
485837102,Гершанова Любовь Евгеньевна,383,11т,5
892667553,Салина Алена Егоровна,73,11в,5
757335531,Фрумова Зинаида Аркадьевна,78,8а,4
193277589,Хорняков Борис Борисович,13,8г,2
883447271,Гдагазина Лиза Василевна,212,9т,5
824943835,Агаршев Ярослав Михаилович,276,9т,2
465605375,Корюшин Пётр Антонович,326,8х,2
566246676,Калаев Пётр Алексиевич,68,8а,3
488415229,Ккаталкина Виолетта Егоровна,53,7б,2
134811728,Рачнов Герасим Алексеевич,103,10а,5
463798835,Миндубаева Людмила Леонидовна,477,11и,2
373979690,Агафьева Вера Ивановна,352,11х,3
10150441,Житин Эдуард Адамович,481,9а,5
